customer_id,customer_name,email,gender,age,geography,tenure_months,monthly_charges,total_charges,contract_type,payment_method,support_tickets,last_login_date,signup_date,churn_status,churn_date,created_at
4235,Diya Verma,customer4235@analyticsplatform.com,Female,24,Pune,65,2937.85,190960.25,Quarterly,UPI,8,2026-07-16,2021-03-25,f,,2026-08-25 16:30:00.420302
4236,Siddharth Kumar,customer4236@analyticsplatform.com,Female,39,Ahmedabad,18,3275.67,56603.58,Annual,Net Banking,5,2026-08-09,2025-02-25,f,,2026-08-25 16:30:00.420302
4237,Isha Kumar,customer4237@analyticsplatform.com,Female,65,Pune,66,2023.49,129543.83,Monthly,UPI,8,2026-06-06,2021-02-25,f,,2026-08-25 16:30:00.420302
4238,Aryan Shah,customer4238@analyticsplatform.com,Male,20,Kolkata,7,1754.44,11298.59,Quarterly,Digital Wallet,7,2026-07-24,2026-01-25,f,,2026-08-25 16:30:00.420302
4239,Vivaan Kulkarni,customer4239@analyticsplatform.com,Male,59,Nagpur,58,986.97,60106.47,Monthly,Debit Card,4,2026-06-07,2021-10-25,f,,2026-08-25 16:30:00.420302
4240,Tanvi Shah,customer4240@analyticsplatform.com,Male,45,Ahmedabad,46,2275.82,107828.35,Annual,Debit Card,3,2026-05-10,2022-10-25,f,,2026-08-25 16:30:00.420302
4241,Riya Iyer,customer4241@analyticsplatform.com,Male,55,Ahmedabad,53,3251.85,146495.84,Annual,UPI,0,2026-07-14,2022-03-25,f,,2026-08-25 16:30:00.420302
4242,Isha Kulkarni,customer4242@analyticsplatform.com,Male,36,Jaipur,33,2930.75,87043.28,Monthly,Credit Card,8,2026-07-21,2023-11-25,t,2025-05-16,2026-08-25 16:30:00.420302
4243,Neha Mehta,customer4243@analyticsplatform.com,Female,37,Mumbai,17,2650.24,45955.16,Monthly,Debit Card,6,2026-06-27,2025-03-25,t,2026-06-28,2026-08-25 16:30:00.420302
4244,Kabir Verma,customer4244@analyticsplatform.com,Female,52,Bengaluru,2,3758.34,7065.68,Quarterly,Net Banking,1,2026-07-30,2026-06-25,f,,2026-08-25 16:30:00.420302
4245,Ishaan Das,customer4245@analyticsplatform.com,Female,31,Chennai,66,2674.60,150045.06,Annual,UPI,1,2026-06-07,2021-02-25,f,,2026-08-25 16:30:00.420302
4246,Tanvi Yadav,customer4246@analyticsplatform.com,Female,23,Kolkata,17,3256.20,52034.08,Monthly,UPI,8,2026-08-09,2025-03-25,f,,2026-08-25 16:30:00.420302
4247,Vivaan Verma,customer4247@analyticsplatform.com,Female,42,Kolkata,17,1052.37,17353.58,Monthly,Digital Wallet,7,2026-05-10,2025-03-25,f,,2026-08-25 16:30:00.420302
4248,Kabir Joshi,customer4248@analyticsplatform.com,Female,29,Delhi,55,2263.43,110794.90,Quarterly,Digital Wallet,4,2026-08-09,2022-01-25,f,,2026-08-25 16:30:00.420302
4249,Aryan Verma,customer4249@analyticsplatform.com,Female,75,Chennai,36,2276.45,70478.89,Quarterly,Digital Wallet,3,2026-08-17,2023-08-25,f,,2026-08-25 16:30:00.420302
4250,Sakshi Shah,customer4250@analyticsplatform.com,Female,40,Chennai,53,966.71,44575.00,Quarterly,Net Banking,6,2026-07-15,2022-03-25,f,,2026-08-25 16:30:00.420302
4251,Rahul Patel,customer4251@analyticsplatform.com,Female,40,Hyderabad,55,515.59,26656.00,Monthly,Debit Card,8,2026-07-16,2022-01-25,t,2025-10-22,2026-08-25 16:30:00.420302
4252,Kunal Deshmukh,customer4252@analyticsplatform.com,Female,53,Pune,11,3925.83,39297.56,Quarterly,Digital Wallet,3,2026-07-23,2025-09-25,t,2025-10-11,2026-08-25 16:30:00.420302
4253,Kabir Shetty,customer4253@analyticsplatform.com,Male,71,Hyderabad,67,3963.80,249640.12,Monthly,Credit Card,2,2026-06-05,2021-01-25,f,,2026-08-25 16:30:00.420302
4254,Tanvi Naidu,customer4254@analyticsplatform.com,Female,19,Nagpur,35,2509.22,77283.98,Annual,Debit Card,6,2026-06-07,2023-09-25,f,,2026-08-25 16:30:00.420302
4255,Diya Yadav,customer4255@analyticsplatform.com,Male,52,Nagpur,65,3513.25,196390.67,Quarterly,Digital Wallet,3,2026-08-17,2021-03-25,f,,2026-08-25 16:30:00.420302
4256,Kavya Kumar,customer4256@analyticsplatform.com,Male,39,Chennai,51,945.12,46273.08,Quarterly,Net Banking,3,2026-05-20,2022-05-25,f,,2026-08-25 16:30:00.420302
4257,Aditi Das,customer4257@analyticsplatform.com,Male,28,Jaipur,35,1411.02,50867.27,Monthly,Digital Wallet,5,2026-05-06,2023-09-25,f,,2026-08-25 16:30:00.420302
4258,Kunal Yadav,customer4258@analyticsplatform.com,Female,48,Hyderabad,18,2509.95,45630.89,Monthly,UPI,1,2026-04-28,2025-02-25,f,,2026-08-25 16:30:00.420302
4259,Vivaan Yadav,customer4259@analyticsplatform.com,Female,18,Pune,17,3690.17,57086.93,Annual,Net Banking,7,2026-05-01,2025-03-25,f,,2026-08-25 16:30:00.420302
4260,Neha Khalse,customer4260@analyticsplatform.com,Female,44,Pune,32,1041.85,30005.28,Monthly,UPI,3,2026-07-22,2023-12-25,f,,2026-08-25 16:30:00.420302
4261,Kunal Das,customer4261@analyticsplatform.com,Male,35,Delhi,11,3350.33,35748.02,Monthly,UPI,5,2026-05-06,2025-09-25,f,,2026-08-25 16:30:00.420302
4262,Diya Singh,customer4262@analyticsplatform.com,Female,47,Ahmedabad,47,622.02,25142.05,Annual,Digital Wallet,2,2026-07-16,2022-09-25,f,,2026-08-25 16:30:00.420302
4263,Nisha Kulkarni,customer4263@analyticsplatform.com,Female,67,Chennai,51,677.55,32827.30,Quarterly,UPI,0,2026-08-04,2022-05-25,f,,2026-08-25 16:30:00.420302
4264,Aanya Reddy,customer4264@analyticsplatform.com,Male,35,Pune,68,2013.50,134179.64,Monthly,Digital Wallet,4,2026-05-30,2020-12-25,f,,2026-08-25 16:30:00.420302
4265,Aditya Singh,customer4265@analyticsplatform.com,Female,53,Nagpur,52,1738.16,80442.04,Quarterly,Credit Card,1,2026-06-03,2022-04-25,f,,2026-08-25 16:30:00.420302
4266,Kabir Jain,customer4266@analyticsplatform.com,Female,73,Ahmedabad,26,3593.85,94374.50,Monthly,Debit Card,1,2026-08-08,2024-06-25,f,,2026-08-25 16:30:00.420302
4267,Pooja Verma,customer4267@analyticsplatform.com,Male,32,Kolkata,57,3908.79,191608.89,Monthly,Net Banking,3,2026-07-20,2021-11-25,f,,2026-08-25 16:30:00.420302
4268,Ananya Mehta,customer4268@analyticsplatform.com,Female,63,Mumbai,61,3557.34,208317.83,Monthly,Debit Card,1,2026-08-24,2021-07-25,t,2021-10-01,2026-08-25 16:30:00.420302
4269,Siddharth Sharma,customer4269@analyticsplatform.com,Male,36,Bengaluru,39,882.52,35450.83,Quarterly,Digital Wallet,1,2026-07-17,2023-05-25,f,,2026-08-25 16:30:00.420302
4270,Meera Shetty,customer4270@analyticsplatform.com,Male,42,Kolkata,19,3241.46,60971.86,Annual,Net Banking,2,2026-08-08,2025-01-25,f,,2026-08-25 16:30:00.420302
4271,Riya Reddy,customer4271@analyticsplatform.com,Male,73,Jaipur,8,3737.77,25715.86,Monthly,Debit Card,3,2026-08-12,2025-12-25,t,2026-07-17,2026-08-25 16:30:00.420302
4272,Rohan Kulkarni,customer4272@analyticsplatform.com,Female,52,Jaipur,57,747.01,37895.82,Quarterly,Digital Wallet,3,2026-06-14,2021-11-25,f,,2026-08-25 16:30:00.420302
4273,Kabir Bose,customer4273@analyticsplatform.com,Female,27,Ahmedabad,10,2146.46,21679.25,Monthly,Net Banking,0,2026-06-24,2025-10-25,f,,2026-08-25 16:30:00.420302
4274,Priya Chopra,customer4274@analyticsplatform.com,Male,59,Nagpur,58,3624.78,206032.50,Annual,Credit Card,7,2026-08-03,2021-10-25,f,,2026-08-25 16:30:00.420302
4275,Rahul Verma,customer4275@analyticsplatform.com,Female,41,Nagpur,47,3282.48,143477.20,Monthly,UPI,2,2026-08-01,2022-09-25,f,,2026-08-25 16:30:00.420302
4276,Sneha Kulkarni,customer4276@analyticsplatform.com,Female,71,Mumbai,4,2324.35,8274.69,Annual,UPI,3,2026-06-29,2026-04-25,f,,2026-08-25 16:30:00.420302
4277,Arjun Kumar,customer4277@analyticsplatform.com,Male,47,Kolkata,59,1284.93,73536.54,Monthly,Net Banking,7,2026-06-03,2021-09-25,f,,2026-08-25 16:30:00.420302
4278,Neha Singh,customer4278@analyticsplatform.com,Male,64,Nagpur,6,966.62,5741.72,Monthly,UPI,6,2026-08-11,2026-02-25,t,2026-07-25,2026-08-25 16:30:00.420302
4279,Riya Verma,customer4279@analyticsplatform.com,Female,41,Hyderabad,55,2265.06,107137.34,Annual,Digital Wallet,1,2026-07-15,2022-01-25,f,,2026-08-25 16:30:00.420302
4280,Vivaan Nair,customer4280@analyticsplatform.com,Female,51,Kolkata,10,2506.17,26314.79,Annual,Net Banking,0,2026-06-06,2025-10-25,f,,2026-08-25 16:30:00.420302
4281,Sneha Singh,customer4281@analyticsplatform.com,Male,33,Hyderabad,6,556.76,3073.32,Monthly,Net Banking,4,2026-07-14,2026-02-25,f,,2026-08-25 16:30:00.420302
4282,Aryan Bose,customer4282@analyticsplatform.com,Male,40,Delhi,49,3249.65,138532.58,Annual,Credit Card,0,2026-05-13,2022-07-25,f,,2026-08-25 16:30:00.420302
4283,Aditya Jain,customer4283@analyticsplatform.com,Female,41,Hyderabad,69,1928.78,134416.68,Monthly,Net Banking,3,2026-05-30,2020-11-25,f,,2026-08-25 16:30:00.420302
4284,Rohan Kulkarni,customer4284@analyticsplatform.com,Female,54,Nagpur,40,2897.60,114744.96,Quarterly,Net Banking,7,2026-05-06,2023-04-25,t,2024-07-05,2026-08-25 16:30:00.420302
4285,Neha Sharma,customer4285@analyticsplatform.com,Male,68,Mumbai,58,665.45,38596.10,Monthly,Net Banking,4,2026-06-08,2021-10-25,f,,2026-08-25 16:30:00.420302
4286,Rahul Mehta,customer4286@analyticsplatform.com,Male,31,Jaipur,23,3698.28,76554.40,Quarterly,Debit Card,1,2026-08-02,2024-09-25,f,,2026-08-25 16:30:00.420302
4287,Diya Singh,customer4287@analyticsplatform.com,Female,35,Ahmedabad,29,3158.40,91593.60,Annual,Net Banking,6,2026-05-19,2024-03-25,f,,2026-08-25 16:30:00.420302
4288,Tanvi Sharma,customer4288@analyticsplatform.com,Male,43,Hyderabad,24,3119.03,67371.05,Annual,Digital Wallet,3,2026-07-20,2024-08-25,f,,2026-08-25 16:30:00.420302
4289,Rohan Sharma,customer4289@analyticsplatform.com,Male,18,Jaipur,7,2699.10,17760.08,Annual,Digital Wallet,1,2026-08-15,2026-01-25,f,,2026-08-25 16:30:00.420302
4290,Tanvi Mehta,customer4290@analyticsplatform.com,Male,30,Jaipur,38,3235.41,120486.67,Annual,Net Banking,2,2026-05-20,2023-06-25,f,,2026-08-25 16:30:00.420302
4291,Siddharth Shah,customer4291@analyticsplatform.com,Male,29,Kolkata,9,2447.50,22468.05,Monthly,Debit Card,2,2026-05-26,2025-11-25,f,,2026-08-25 16:30:00.420302
4292,Arjun Reddy,customer4292@analyticsplatform.com,Male,21,Kolkata,11,3106.65,29047.18,Monthly,UPI,2,2026-06-28,2025-09-25,t,2026-06-26,2026-08-25 16:30:00.420302
4293,Neha Bose,customer4293@analyticsplatform.com,Female,35,Jaipur,8,1155.29,9519.59,Annual,Net Banking,2,2026-06-11,2025-12-25,f,,2026-08-25 16:30:00.420302
4898,Krishna Das,customer4898@analyticsplatform.com,Female,46,Kolkata,69,2926.41,187787.73,Monthly,UPI,6,2026-05-06,2020-11-25,t,2023-06-12,2026-08-25 16:30:00.420302
4294,Neha Patel,customer4294@analyticsplatform.com,Male,40,Ahmedabad,14,3281.77,42269.20,Quarterly,Net Banking,2,2026-05-23,2025-06-25,f,,2026-08-25 16:30:00.420302
4295,Sneha Shah,customer4295@analyticsplatform.com,Female,45,Kolkata,66,2018.57,125232.08,Annual,Credit Card,4,2026-06-16,2021-02-25,f,,2026-08-25 16:30:00.420302
4296,Krishna Das,customer4296@analyticsplatform.com,Female,45,Delhi,66,1632.31,102345.84,Monthly,UPI,5,2026-07-05,2021-02-25,t,2024-05-05,2026-08-25 16:30:00.420302
4297,Tanvi Bose,customer4297@analyticsplatform.com,Male,49,Bengaluru,16,1927.62,32384.02,Quarterly,UPI,7,2026-05-31,2025-04-25,f,,2026-08-25 16:30:00.420302
4298,Diya Singh,customer4298@analyticsplatform.com,Male,54,Nagpur,15,2804.63,41648.76,Annual,UPI,6,2026-07-28,2025-05-25,f,,2026-08-25 16:30:00.420302
4299,Aarav Iyer,customer4299@analyticsplatform.com,Female,51,Hyderabad,19,2134.42,40148.44,Quarterly,Digital Wallet,1,2026-08-16,2025-01-25,f,,2026-08-25 16:30:00.420302
4300,Neha Roy,customer4300@analyticsplatform.com,Male,27,Chennai,4,3158.82,11371.75,Monthly,UPI,2,2026-08-22,2026-04-25,f,,2026-08-25 16:30:00.420302
4301,Priya Verma,customer4301@analyticsplatform.com,Male,45,Chennai,21,1011.07,20383.17,Monthly,Digital Wallet,4,2026-06-14,2024-11-25,f,,2026-08-25 16:30:00.420302
4302,Aman Patel,customer4302@analyticsplatform.com,Female,34,Kolkata,30,919.80,27318.06,Monthly,UPI,1,2026-06-03,2024-02-25,t,2026-03-14,2026-08-25 16:30:00.420302
4303,Meera Das,customer4303@analyticsplatform.com,Female,40,Chennai,44,2082.45,80632.46,Quarterly,Debit Card,5,2026-06-28,2022-12-25,f,,2026-08-25 16:30:00.420302
4304,Reyansh Joshi,customer4304@analyticsplatform.com,Male,73,Nagpur,9,1363.07,11654.25,Annual,Debit Card,0,2026-06-27,2025-11-25,f,,2026-08-25 16:30:00.420302
4305,Aryan Das,customer4305@analyticsplatform.com,Female,36,Nagpur,43,3581.99,149404.80,Quarterly,Digital Wallet,4,2026-07-21,2023-01-25,f,,2026-08-25 16:30:00.420302
4306,Reyansh Deshmukh,customer4306@analyticsplatform.com,Female,54,Bengaluru,32,1452.95,39985.18,Quarterly,Net Banking,2,2026-07-21,2023-12-25,f,,2026-08-25 16:30:00.420302
4307,Rahul Kumar,customer4307@analyticsplatform.com,Male,22,Hyderabad,3,859.25,2448.86,Quarterly,Digital Wallet,5,2026-08-24,2026-05-25,f,,2026-08-25 16:30:00.420302
4308,Vivaan Verma,customer4308@analyticsplatform.com,Female,38,Ahmedabad,47,802.20,35818.23,Monthly,Debit Card,5,2026-08-24,2022-09-25,f,,2026-08-25 16:30:00.420302
4309,Aarav Kulkarni,customer4309@analyticsplatform.com,Male,34,Hyderabad,9,1072.43,9458.83,Quarterly,Credit Card,6,2026-06-26,2025-11-25,t,2026-06-10,2026-08-25 16:30:00.420302
4310,Aman Roy,customer4310@analyticsplatform.com,Female,45,Ahmedabad,62,1056.87,62249.64,Annual,UPI,7,2026-06-24,2021-06-25,f,,2026-08-25 16:30:00.420302
4311,Krishna Singh,customer4311@analyticsplatform.com,Male,52,Kolkata,35,3475.95,113142.17,Monthly,Net Banking,3,2026-08-16,2023-09-25,f,,2026-08-25 16:30:00.420302
4312,Aman Jain,customer4312@analyticsplatform.com,Female,46,Mumbai,38,3527.49,124661.50,Annual,Net Banking,8,2026-08-02,2023-06-25,f,,2026-08-25 16:30:00.420302
4313,Sneha Joshi,customer4313@analyticsplatform.com,Male,42,Chennai,39,3663.65,131451.76,Monthly,Credit Card,1,2026-08-13,2023-05-25,f,,2026-08-25 16:30:00.420302
4314,Aditi Gupta,customer4314@analyticsplatform.com,Female,25,Kolkata,59,2168.10,125359.54,Monthly,Digital Wallet,6,2026-08-12,2021-09-25,t,2023-01-08,2026-08-25 16:30:00.420302
4315,Sneha Chopra,customer4315@analyticsplatform.com,Female,59,Hyderabad,15,2218.64,28287.66,Quarterly,Credit Card,3,2026-06-20,2025-05-25,f,,2026-08-25 16:30:00.420302
4316,Tanvi Das,customer4316@analyticsplatform.com,Female,40,Ahmedabad,60,3892.85,217221.03,Annual,Credit Card,7,2026-06-09,2021-08-25,f,,2026-08-25 16:30:00.420302
4317,Rahul Singh,customer4317@analyticsplatform.com,Female,49,Kolkata,38,2121.10,82213.84,Annual,Net Banking,1,2026-08-24,2023-06-25,f,,2026-08-25 16:30:00.420302
4318,Aman Das,customer4318@analyticsplatform.com,Female,53,Delhi,48,1610.85,65722.68,Quarterly,Digital Wallet,1,2026-08-04,2022-08-25,f,,2026-08-25 16:30:00.420302
4319,Tanvi Singh,customer4319@analyticsplatform.com,Male,26,Pune,1,2879.24,2533.73,Annual,Credit Card,5,2026-08-08,2026-07-25,f,,2026-08-25 16:30:00.420302
4320,Aditi Jain,customer4320@analyticsplatform.com,Female,49,Hyderabad,21,3678.63,71843.64,Annual,UPI,5,2026-05-20,2024-11-25,f,,2026-08-25 16:30:00.420302
4321,Kavya Bose,customer4321@analyticsplatform.com,Male,58,Chennai,65,2419.52,138396.54,Monthly,Debit Card,5,2026-06-30,2021-03-25,t,2021-12-07,2026-08-25 16:30:00.420302
4322,Riya Sharma,customer4322@analyticsplatform.com,Male,53,Delhi,64,720.68,39204.99,Annual,Digital Wallet,2,2026-08-07,2021-04-25,f,,2026-08-25 16:30:00.420302
4323,Diya Bose,customer4323@analyticsplatform.com,Female,70,Nagpur,43,3757.64,159962.73,Annual,Digital Wallet,5,2026-08-09,2023-01-25,f,,2026-08-25 16:30:00.420302
4324,Vivaan Gupta,customer4324@analyticsplatform.com,Female,56,Kolkata,8,2940.22,23286.54,Annual,Debit Card,5,2026-08-06,2025-12-25,f,,2026-08-25 16:30:00.420302
4325,Ananya Roy,customer4325@analyticsplatform.com,Female,33,Mumbai,2,2826.60,5031.35,Annual,Debit Card,1,2026-07-10,2026-06-25,f,,2026-08-25 16:30:00.420302
4326,Neha Khalse,customer4326@analyticsplatform.com,Male,57,Ahmedabad,49,649.42,32139.80,Monthly,Net Banking,1,2026-05-05,2022-07-25,f,,2026-08-25 16:30:00.420302
4327,Diya Nair,customer4327@analyticsplatform.com,Female,55,Nagpur,2,3689.14,6935.58,Monthly,UPI,6,2026-07-01,2026-06-25,t,2026-08-06,2026-08-25 16:30:00.420302
4328,Aanya Nair,customer4328@analyticsplatform.com,Male,53,Jaipur,4,2178.99,8977.44,Annual,Debit Card,1,2026-05-29,2026-04-25,f,,2026-08-25 16:30:00.420302
4329,Aarav Bose,customer4329@analyticsplatform.com,Male,49,Jaipur,49,970.60,41852.27,Monthly,Debit Card,7,2026-07-24,2022-07-25,t,2022-10-19,2026-08-25 16:30:00.420302
4330,Neha Singh,customer4330@analyticsplatform.com,Male,71,Mumbai,35,3679.16,135209.13,Quarterly,Credit Card,0,2026-07-29,2023-09-25,f,,2026-08-25 16:30:00.420302
4331,Ananya Shah,customer4331@analyticsplatform.com,Female,70,Ahmedabad,56,1003.94,48911.96,Quarterly,Digital Wallet,3,2026-07-09,2021-12-25,f,,2026-08-25 16:30:00.420302
4332,Krishna Naidu,customer4332@analyticsplatform.com,Male,19,Kolkata,60,2022.60,115288.20,Quarterly,Net Banking,5,2026-05-13,2021-08-25,f,,2026-08-25 16:30:00.420302
4333,Rohan Mehta,customer4333@analyticsplatform.com,Male,67,Pune,62,3986.81,219992.18,Monthly,UPI,2,2026-08-20,2021-06-25,f,,2026-08-25 16:30:00.420302
4334,Siddharth Sharma,customer4334@analyticsplatform.com,Male,57,Mumbai,57,3396.50,170368.44,Quarterly,UPI,3,2026-06-24,2021-11-25,t,2024-07-11,2026-08-25 16:30:00.420302
4335,Nisha Shah,customer4335@analyticsplatform.com,Female,72,Delhi,47,547.43,25986.50,Monthly,Digital Wallet,4,2026-06-24,2022-09-25,f,,2026-08-25 16:30:00.420302
4336,Akash Shetty,customer4336@analyticsplatform.com,Male,73,Pune,49,2559.46,122905.27,Quarterly,UPI,0,2026-05-28,2022-07-25,f,,2026-08-25 16:30:00.420302
4337,Neha Bose,customer4337@analyticsplatform.com,Male,35,Pune,51,3523.90,170732.95,Monthly,Net Banking,6,2026-05-04,2022-05-25,f,,2026-08-25 16:30:00.420302
4338,Rahul Iyer,customer4338@analyticsplatform.com,Male,32,Kolkata,52,3184.32,155649.56,Monthly,Credit Card,8,2026-05-20,2022-04-25,f,,2026-08-25 16:30:00.420302
4339,Aarav Jain,customer4339@analyticsplatform.com,Male,53,Hyderabad,8,2938.29,22095.94,Annual,Net Banking,5,2026-06-22,2025-12-25,f,,2026-08-25 16:30:00.420302
4340,Siddharth Kulkarni,customer4340@analyticsplatform.com,Male,66,Delhi,24,3081.41,65079.38,Monthly,Digital Wallet,2,2026-08-03,2024-08-25,f,,2026-08-25 16:30:00.420302
4341,Pooja Reddy,customer4341@analyticsplatform.com,Male,27,Chennai,55,1951.02,105159.98,Annual,Net Banking,5,2026-04-28,2022-01-25,f,,2026-08-25 16:30:00.420302
4342,Sneha Kulkarni,customer4342@analyticsplatform.com,Male,30,Bengaluru,47,1956.38,96547.35,Annual,UPI,0,2026-07-22,2022-09-25,f,,2026-08-25 16:30:00.420302
4343,Rahul Reddy,customer4343@analyticsplatform.com,Female,61,Mumbai,55,3233.43,160054.79,Quarterly,Net Banking,5,2026-05-02,2022-01-25,f,,2026-08-25 16:30:00.420302
4344,Simran Bose,customer4344@analyticsplatform.com,Male,29,Jaipur,56,2374.81,119690.42,Monthly,Debit Card,8,2026-07-22,2021-12-25,f,,2026-08-25 16:30:00.420302
4345,Aanya Gupta,customer4345@analyticsplatform.com,Male,59,Jaipur,34,3397.95,105132.57,Quarterly,UPI,0,2026-07-17,2023-10-25,f,,2026-08-25 16:30:00.420302
4346,Aarav Shah,customer4346@analyticsplatform.com,Male,55,Nagpur,11,1103.94,10443.27,Annual,Digital Wallet,0,2026-08-20,2025-09-25,f,,2026-08-25 16:30:00.420302
4347,Reyansh Sharma,customer4347@analyticsplatform.com,Male,20,Bengaluru,26,3203.19,80784.45,Quarterly,UPI,6,2026-08-18,2024-06-25,t,2025-03-19,2026-08-25 16:30:00.420302
4348,Akash Nair,customer4348@analyticsplatform.com,Female,65,Hyderabad,12,2338.98,27787.08,Monthly,Debit Card,3,2026-05-29,2025-08-25,f,,2026-08-25 16:30:00.420302
4349,Aanya Mishra,customer4349@analyticsplatform.com,Male,53,Ahmedabad,35,3139.86,107697.20,Annual,Credit Card,8,2026-06-26,2023-09-25,f,,2026-08-25 16:30:00.420302
4350,Akash Kumar,customer4350@analyticsplatform.com,Male,28,Kolkata,16,1471.39,23071.40,Annual,Debit Card,2,2026-08-08,2025-04-25,f,,2026-08-25 16:30:00.420302
4351,Rohan Das,customer4351@analyticsplatform.com,Female,51,Pune,11,1306.45,13508.69,Quarterly,Debit Card,3,2026-07-02,2025-09-25,f,,2026-08-25 16:30:00.420302
4352,Aarav Yadav,customer4352@analyticsplatform.com,Female,24,Pune,25,3971.62,101276.31,Annual,Net Banking,0,2026-06-03,2024-07-25,f,,2026-08-25 16:30:00.420302
4353,Rahul Mehta,customer4353@analyticsplatform.com,Female,29,Pune,72,1336.14,94278.04,Monthly,Digital Wallet,3,2026-08-09,2020-08-25,f,,2026-08-25 16:30:00.420302
4354,Vihaan Chopra,customer4354@analyticsplatform.com,Male,68,Kolkata,31,3338.60,89007.08,Quarterly,Debit Card,3,2026-08-07,2024-01-25,f,,2026-08-25 16:30:00.420302
4355,Tanvi Patel,customer4355@analyticsplatform.com,Female,45,Ahmedabad,32,998.55,27799.63,Monthly,Net Banking,6,2026-06-16,2023-12-25,f,,2026-08-25 16:30:00.420302
4356,Krishna Reddy,customer4356@analyticsplatform.com,Male,48,Nagpur,64,2926.07,192886.53,Quarterly,Digital Wallet,8,2026-08-11,2021-04-25,f,,2026-08-25 16:30:00.420302
4357,Vihaan Bose,customer4357@analyticsplatform.com,Male,53,Delhi,49,2041.57,96035.45,Annual,Debit Card,4,2026-05-29,2022-07-25,f,,2026-08-25 16:30:00.420302
4358,Kabir Kumar,customer4358@analyticsplatform.com,Male,75,Ahmedabad,5,824.08,4079.20,Monthly,Net Banking,1,2026-07-27,2026-03-25,f,,2026-08-25 16:30:00.420302
4359,Tanvi Verma,customer4359@analyticsplatform.com,Male,23,Pune,63,1578.08,90471.33,Quarterly,Net Banking,7,2026-07-26,2021-05-25,f,,2026-08-25 16:30:00.420302
4360,Aditi Chopra,customer4360@analyticsplatform.com,Female,59,Chennai,65,1840.30,123208.09,Quarterly,Credit Card,3,2026-07-08,2021-03-25,f,,2026-08-25 16:30:00.420302
4361,Vihaan Khalse,customer4361@analyticsplatform.com,Female,33,Pune,51,3047.10,142969.93,Annual,Credit Card,8,2026-07-22,2022-05-25,f,,2026-08-25 16:30:00.420302
4362,Simran Naidu,customer4362@analyticsplatform.com,Female,69,Chennai,7,2055.84,14678.70,Monthly,Digital Wallet,7,2026-06-09,2026-01-25,t,2026-04-28,2026-08-25 16:30:00.420302
4363,Priya Das,customer4363@analyticsplatform.com,Female,32,Kolkata,18,2849.50,52829.73,Monthly,Net Banking,2,2026-06-04,2025-02-25,f,,2026-08-25 16:30:00.420302
4364,Simran Chopra,customer4364@analyticsplatform.com,Female,46,Nagpur,33,1639.04,48138.60,Quarterly,Digital Wallet,8,2026-08-04,2023-11-25,f,,2026-08-25 16:30:00.420302
4365,Simran Das,customer4365@analyticsplatform.com,Male,68,Jaipur,21,3453.43,76148.13,Annual,Debit Card,0,2026-06-28,2024-11-25,f,,2026-08-25 16:30:00.420302
4366,Pooja Yadav,customer4366@analyticsplatform.com,Male,63,Kolkata,3,2197.22,5932.49,Monthly,Digital Wallet,1,2026-07-12,2026-05-25,f,,2026-08-25 16:30:00.420302
4367,Siddharth Roy,customer4367@analyticsplatform.com,Male,40,Delhi,17,3747.19,65613.30,Annual,Net Banking,0,2026-06-14,2025-03-25,f,,2026-08-25 16:30:00.420302
4368,Aditi Yadav,customer4368@analyticsplatform.com,Female,53,Chennai,42,2873.46,120685.32,Quarterly,Digital Wallet,5,2026-07-27,2023-02-25,f,,2026-08-25 16:30:00.420302
4369,Kabir Nair,customer4369@analyticsplatform.com,Male,61,Delhi,14,3052.23,37603.47,Quarterly,Net Banking,1,2026-07-01,2025-06-25,f,,2026-08-25 16:30:00.420302
4370,Kavya Verma,customer4370@analyticsplatform.com,Female,22,Ahmedabad,5,3563.43,15144.58,Quarterly,Credit Card,6,2026-06-26,2026-03-25,t,2026-05-11,2026-08-25 16:30:00.420302
4371,Aditya Verma,customer4371@analyticsplatform.com,Female,22,Kolkata,56,2235.84,113938.41,Annual,Debit Card,6,2026-08-22,2021-12-25,f,,2026-08-25 16:30:00.420302
4372,Simran Verma,customer4372@analyticsplatform.com,Female,68,Kolkata,25,2111.12,49083.54,Monthly,Credit Card,6,2026-08-23,2024-07-25,f,,2026-08-25 16:30:00.420302
4373,Arjun Shetty,customer4373@analyticsplatform.com,Female,24,Nagpur,36,2374.26,78635.49,Quarterly,Digital Wallet,8,2026-08-11,2023-08-25,f,,2026-08-25 16:30:00.420302
4374,Diya Das,customer4374@analyticsplatform.com,Male,34,Hyderabad,29,3219.59,84964.98,Monthly,Credit Card,4,2026-05-04,2024-03-25,f,,2026-08-25 16:30:00.420302
4375,Reyansh Iyer,customer4375@analyticsplatform.com,Male,70,Jaipur,29,2743.55,73197.91,Quarterly,Debit Card,1,2026-06-12,2024-03-25,f,,2026-08-25 16:30:00.420302
4376,Ishaan Iyer,customer4376@analyticsplatform.com,Female,68,Pune,51,591.32,28649.45,Monthly,Credit Card,2,2026-07-07,2022-05-25,f,,2026-08-25 16:30:00.420302
4377,Rohan Khalse,customer4377@analyticsplatform.com,Female,63,Chennai,55,1726.70,85471.65,Quarterly,Net Banking,5,2026-06-19,2022-01-25,f,,2026-08-25 16:30:00.420302
